blood_bank_name,state,district,city,address,mobile,category,latitude,longitude
S. K. Roy Civil Hospital Blood Bank,Assam,HAILAKANDI,Hailakandi,"Hailakandi Civil Hospital, NH 154, Bashdahar, Hailakandi",9859763582,Government,24.671769,92.563355
Jorhat Medical College and Hospital Blood Bank,Assam,JORHAT,Jorhat,"Telemedicine Department, KB Road, Kushal Nagar, Tarajan",9435747816,Government,26.742573,94.195109
Greater Jorhat Lions Blood Bank,Assam,JORHAT,Jorhat,"Lions Multiple Service Centre, Sonali Jayanti Nagar",0985466501,Charity,26.753059,94.185964
Mahendra Mohan Choudhury (MMC) Hospital  Blood Bank,Assam,KAMRUP,Guwahati,"Panbazar, Guwahati",9401389455,Government,26.185505,91.740485
Dispur Blood Bank,Assam,KAMRUP,Guwahati,"Ganeshguri, Dispur",9707020370,Private,26.149823,91.786638
Saharia39s Path Lab  Blood Bank,Assam,KAMRUP,Guwahati,"Guwahati - Shillong Rd, Near Petrol Pump, ABC, BhangagarhOpposite Anil Plaza",9864097823,Private,26.16274,91.770664
International Hospital Blood Bank,Assam,KAMRUP,Guwahati,"Lotus Tower, G.S. Road, Christian Basti",0986401787,Private,26.154059,91.781267
Hayat Hospital Blood Bank,Assam,KAMRUP,Guwahati,"Odalbakra, Lalganesh",9508122223,Private,26.139171,91.746199
Rahman Hospital Private Limited Blood Bank,Assam,KAMRUP,Guwahati,"VIP Road, Sixmile, Khanapara,",9864010982,Private,26.135133,91.809429
GNRC Institute of Medical Sciences Blood bank,Assam,KAMRUP,Guwahati,"Sila Grant Town, North Guwahati , Near IIT Guwahati",9706900636,Private,26.202192,91.693312
Central Hospital N. F. Railway Blood Bank,Assam,KAMRUP,Maligaon,"PNGB Road, Near Kamakhya Railway Station, Maligaon, Guwahati",9957550524,Government,26.151872,91.694899
G.N.R.C. Hospital Blood Bank,Assam,KAMRUP METRO,"Dispur, Guwahati","Dispur, Guwahati",9954088100,Private,26.1391,91.794024
Guwahati Medical College and Hospital (GMCH) State of The Art Model Blood Bank,Assam,KAMRUP METRO,Guwahati,"GMCH Complex, GMCH Rd, Bhangagarh, Guwahati",9864096208,Government,26.159914,91.768498
Dr. B. Borooah Cancer Institute Blood Bank,Assam,KAMRUP METRO,Guwahati,"Gopinath Nagar, Birubari, Guwahati",9864016791,Government,26.165087,91.747674
Assam Gujarat Voluntary Blood Bank and Research Centre,Assam,KAMRUP METRO,Guwahati,"33, Anil Mazamill Road, Lane opposite to Apsara Cinema, Manipuri Basti",9864096134,Private,26.176689,91.753784
Down Town Hospital Blood Bank,Assam,KAMRUP METRO,Guwahati,"4th Floor, Buiding No1, G.S. Road, Dispur",9706025061,Private,26.136151,91.796833
Ganga Hospital Blood Bank,Assam,KAMRUP METRO,Guwahati,"G. S. Road, Lachit Nagar, Ulubari, Near KFC Neubari",8011010800,Charity,26.172081,91.759992
Surakhya  Blood Bank,Assam,KAMRUP METRO,Guwahati,"Arya Hospital complex, A.M. Road, RehabriOpposite Apsara Cinema Hall",9864015329,Charity,26.175065,91.75257
Marwari Hospital and Research Centre Blood Bank,Assam,KAMRUP METRO,Guwahati,"Sati Jaymati Road, Athgaon",0943504918,Charity,26.172012,91.740106
151 Base Hospital Blood Bank,Assam,KAMRUP METRO,Guwahati,"Basistha, Guwahati",9959857437,Government,26.104222,91.796169
Sanjevani Hospital Blood Bank,Assam,KAMRUP METRO,Guwahati,"Maligaon,  Guwahati",8811091296,Private,26.161206,91.70941
Narayana Hrudayalaya Limited Blood Bank,Assam,KAMRUP METRO,Guwahati,"Tularam Bafana Civil Hospital Campus, North Guwahati, Amingaon.",0881107932,Private,26.20775,91.678242
Diphu Civil Hospital Blood Bank,Assam,KARBI ANGLONG,Diphu,"Diphu, Karbi Anglong",9435066080,Government,25.844281,93.433805
Karimganj Civil Hospital Blood Bank,Assam,KARIMGANJ,Karimganj,Karimganj,9401884355,Government,24.867595,92.361806
R.N.B. Civil Hospital Blood Bank,Assam,KOKRAJHAR,Kokrajhar,"Habrubil, Gossaigaon, Kokrajhar",9435026547,Government,26.452881,89.976397
North Lakhimpur Civil Hospital Blood Bank,Assam,LAKHIMPUR,North Lakhimpur,North Lakhimpur,9435534330,Government,27.242685,94.106483
Morigaon Civil Hospital Blood Bank,Assam,Morigaon,Morigaon,"KK Handique Path, Ward Number 7, Rajagaon,",0801135291,Government,26.251646,92.354523
Haji Abdul Majid Memorial Hospital and Research Centre Blood Bank,Assam,NAGAON,Hojai,"Hojai, Nagaon",9435032531,Charity,26.015994,92.868186
B.P. Civil Hospital Blood Bank,Assam,NAGAON,Nagaon,"Civil Road, Nagaon",9435061021,Government,26.344942,92.689464
North East Blood Bank and Research Centre,Assam,NAGAON,Nagaon,"N.H. 37, Haibargaon,",9435061932,Charity,26.344263,92.680991
S. M. K. Civil Hospital Blood Bank,Assam,NALBARI,Nalbari,Maszid Road,9435028232,Government,26.448222,91.435618
Nalbari Maternity Hospital Blood Bank,Assam,NALBARI,Nalbari,Alternative Road,9435194910,Private,26.440614,91.43584
O.N.G.C. Limited Hospital Blood Bank,Assam,SIVASAGAR,Sivasagar,Sivasagar,9435717271,Government,26.981201,94.651794
Pragati Hospital and Research Centre Blood Bank,Assam,SIVASAGAR,Sivasagar,"A.T. Road, Sivsagar",9854041744,Private,26.997865,94.61976
Sivasagar Civil Hospital Blood Bank,Assam,SIVASAGAR,Sivasagar,Joysagar,9435057007,Government,26.955222,94.611106
Catholic Hospital Blood Bank,Assam,SONITPUR,Biswanath chariali,Borgang,9957806732,Charity,26.815339,93.320185
Kanaklata Civil Hospital Blood Bank,Assam,SONITPUR,Tezpur,"Main Road, Tezpur",9435080847,Government,26.628524,92.796499
155 Base Hospital Blood Bank,Assam,SONITPUR,Tezpur,Tezpur,9435710555,Government,26.655397,92.787317
Tezpur Medical College Hospital Blood Bank,Assam,SONITPUR,Tezpur,Bihaguri,8486893474,Government,26.680968,92.653349
Indian Oil Corp Ltd (AOD) Hospital blood bank,Assam,TINSUKIA,Digboi,"IOCL, Assam Division, Digboi",9435506677,Government,27.39287,95.62943
Central Hospital  Coal India Limited,Assam,TINSUKIA,Margherita,"Coal India Limited, Margerita",9435138053,Government,27.289292,95.674768
Tinsukia Civil Hospital Blood Bank,Assam,TINSUKIA,Tinsukia,"Bordoloi Nagar, Tinsukia",8876262939,Government,27.498632,95.358861
Tinsukia Blood Bank,Assam,TINSUKIA,Tinsukia,"S.R. Lohia Road, Chiravapathy, IMA House, Tinsukia",9435269959,Charity,27.490438,95.363017
Rastra Kavi Dinkar Blood Bank,Bihar,BEGUSARAI,Begusarai,"Sadar Hospital, Begusarai",9431208750,Government,25.4138,86.13596
Jawaharlal Nehru Medical College Hospital (JNMCH) Blood Bank,Bihar,BHAGALPUR,Bhagalpur,"Mayaganj, Tilkamanjhi,",9934456029,Government,25.264217,87.002126
Sadar Hospital Ara (Bhojpur) Blood bank,Bihar,BHOJPUR,Ara,"Sapna Cinema Road, Nawada,",7870307773,Government,25.559755,84.667554
Sadar Hospital Ara Blood Bank,Bihar,BHOJPUR,Ara,"Sadar Hospital Ara Blood Bank, Shivganj",0950784074,Government,25.558506,84.670631
Maa Vindhyawasini Blood Bank,Bihar,BHOJPUR,Arrah,"Pakari Chauk, Near Malti Hospital",0983564264,Private,25.539954,87.56747
Indian Red Cross Blood Bank (IRCS) Blood Bank,Bihar,BHOJPUR,Arrah,"South Ramna Road, Bhojpur",9386399967,Government,25.559303,84.661958
Sadar Hospital Buxar Blood Bank,Bihar,BUXAR,Buxar,"Old Campus of Sadar Hospital, Civil Line",0943123535,Government,25.56471,83.977748
Darbhanga Medical College and Hospital (DMCH) Regional Blood Bank,Bihar,DARBHANGA,Laheriasaria,"Darbhanga Surgery Building, Ground Floor, DMCH Campus, DMCH Road",9876543210,Government,26.133426,85.898943
"Indian Red Cross Society Blood Bank, Motihari",Bihar,EAST CHAMPARAN,Motihari,"Red Cross Society Sadar Hospital road, Motihari, Red Cross Bhawan, Hospital Road",9430276423,Charity,26.647477,84.910299
Anugrah Narayan Memorial Magadh Medical College Hospital (ANMMCH) Blood Bank,Bihar,GAYA,Gaya,Sher Ghati Road,9570557188,Government,24.771176,84.960302
"Sadar Hospital, Gopalganj Blood Bank",Bihar,GOPALGANJ,Gopalganj,"Ward No. 15, Gopalganj",0943128385,Government,26.460762,84.441119
Sadar Hospital Jamui Blood Bank,Bihar,JAMUI,Jamui,"185, Khan Hospital Road",0943123408,Government,25.20523,85.514552
"Amar Saheed Jagdeo Prasad, Sadar Hospital Jehanabad Blood Bank",Bihar,JEHANABAD,Jehanabad,"P G Road, Arwal More",9835407198,Government,40.267194,86.134902
Sadar Hospital Kaimur (Bhabua) Blood Bank,Bihar,KAIMUR (BHABUA),Bhasna,"Kachahari Road, Kaimur",8877667831,Government,25.039579,83.607736
"Sadar Hospital, Katihar Blood bank",Bihar,KATIHAR,Katihar,"Blood Bank, Sadar Hospital",9431634656,Government,25.539923,87.567583
Sadar Hospital Khagaria Blood Bank,Bihar,KHAGARIA,Khagaria,"Ward Number 14, Khagaria",9431689373,Government,25.50788,86.474581
Sadar Hospital Kishanganj Blood Bank,Bihar,KISHANGANJ,Kishanganj,Hospital Road,0947000340,Government,26.101776,87.948834
Sadar Hospital Madhepura Blood Bank,Bihar,MADHEPURA,Madhepura,"Near pani tanki chowk, Ward No10",9430039619,Government,25.922909,86.792226
Sri Krishna Medical College Hospital (SKMCH) Blood Bank,Bihar,MUZAFFARPUR,Muzaffarpur,"National Highway 77, Uma Nagar, Rasulpur Saidpur Bazid",0943123863,Government,26.167644,85.392082
Sadar Hospital Muzaffarpur Blood Bank,Bihar,MUZAFFARPUR,Muzaffarpur,"Sadar Hospital Blood Bank Muzaffarpur, Near Muzaffarpur Railway Station, Hospital Road,",9431013092,Government,26.122253,85.382562
"Red Cross Blood Bank, Sadar Hospital, Bihar Sharif",Bihar,NALANDA,Bihar Sharif,"Indian Red Cross Society, opposite Sadar Hospital, near IMA hall",9709456019,Charity,25.20523,85.514552
Nalanda Medical College and Hospital Blood Bank,Bihar,PATNA,Patna,"Agamkuan, Near Shitla Mandir",9876543210,Government,25.594095,85.137565
Bihar State Patna Medical College and Hospital (PMCH) Blood Bank,Bihar,PATNA,Patna,"Ashok Raj Path, Bankipore",9876543210,Government,25.619794,85.158851
Indian Red Cross Society (IRCS) Patna Blood Bank,Bihar,PATNA,Patna,"Indian Red Cross Bhawan, North Gandhi Maidan",9876543210,Charity,25.619909,85.145263
Jaiprabha Hospital Model Blood Bank (MBB),Bihar,PATNA,Patna,"State of art Model Blood Bank,Jai Prabha Hospital Campus, P.C.Colony, Kankarbagh, Near Ganga Devi Mahila Maha Vidyalaya",9431619736,Government,25.60017,85.152281
Indira Gandhi Institute of Medical Sciences (IGIMS) Blood Bank,Bihar,PATNA,Patna,"Baily Road, Sheikpura, Raja Bazar, Near Sanjay Gandhi Botanical Garden",0854441321,Government,25.611687,85.089567
Indian Red Cross Society (IRCS) Blood Bank,Bihar,PURNIA,Purnia,"Red Cross Blood Bank, Purnea, Red Cross Bhawan Line Bazar",0943102563,Charity,25.785486,87.488251
Sadar Hospital Purnia  Blood Bank,Bihar,PURNIA,Purnia,"Sudin Chowk Road, Rajnikant Colony, Line Bazar, Purnea,",0993921348,Government,25.778234,87.472456
Sadar Hospital Sasaram Blood Bank,Bihar,ROHTAS,Rohtas,"Rauza Road, Laxkariganj, Near Head Post Office, Sasaram",9876543210,Government,24.952782,84.013897
Sadar Hospital Saharsa Blood Bank,Bihar,SAHARSA,Saharsa,"Zila School Road, Police Line, Saharsa",9934712522,Government,25.88715,86.590953
Sadar Hospital Samastipur Blood Bank,Bihar,SAMASTIPUR,Samastipur,"14, State Highway 50, Azad Nagar, Samastipur,",0966195888,Government,25.857206,85.778507
Sadar Hospital Chhapra Blood Bank,Bihar,SARAN,Chapra,"Daroga Rai Chowk, Sadhapur, Chhapra,",9876543210,Government,25.781723,84.73066
Sadar Hospital Sheikhpura Blood Bank,Bihar,SHEIKHPURA,Sheikhpura,"Near Dallu Chowk, Sheikhpura,",9631805193,Government,25.133195,85.841424
Sadar Hospital Sitamarhi Blood Bank,Bihar,SITAMARHI,Sitamarhi,"NH 104, KVJ Nagar, Sitamarhi,",9473264433,Government,26.596243,85.494747
Sadar Hospital Siwan Blood Bank,Bihar,SIWAN,Siwan,"SH 45, Babhnauli, Siwan",0943128416,Government,26.226162,84.361845
Sadar Hospital Hajipur Blood Bank,Bihar,VAISHALI,Hajipur,"hospital road, hajipur, Near Civil Court",0947319193,Government,25.690268,85.208265
Maharani Janki Kunwar (MJK) Hospital Blood Bank,Bihar,WEST CHAMPARAN,Bettiah,"Bettiah, West Champaran",9876543210,Charity,26.796929,84.500903
"Department of  Transfusion Medicine, PGIMER Blood Bank",Chandigarh,CHANDIGARH,Chandigarh,"Blood Bank, Department of Transfusion Medicine, Nehru Hospital, PGIMER, Sec-12, Chandigarh.",7087009481,Government,30.765913,76.775488
Rotary and Blood Bank Society Resource Centre,Chandigarh,CHANDIGARH,Chandigarh,"Plot No4, Dakshin Marg, Sector 37A, Chandigarh",9878707711,Charity,30.74211,76.755138
Government Medical College and Hospital Blood Bank,Chandigarh,CHANDIGARH,Chandigarh,"Department of Transfusion Medicine ,Government Medical College and Hospital, Sector-32, Chandigarh",9646121669,Government,30.709289,76.780536
Government Multispeciality Hospital Blood Bank,Chandigarh,CHANDIGARH,Chandigarh,"Blood Bank, Government Multispeciality Hospital, Room No. 164 Sector 16 Chandigarh.",7837318512,Government,30.751021,76.780967
Maharani Hospital Blood Bank,Chhattisgarh,BASTAR,Jagdalpur,Lt. brkm .govtmedical college jagdalpurchandni chouk jagdalpur,9876543210,Government,19.085071,82.023963
Chhattisgarh Insititute of Medical Sciences (CIMS) Blood Bank,Chhattisgarh,BILASPUR,Bilaspur,"Gond Para, Gole Bazar",9977833811,Government,22.087621,82.152265
Bilaspur District Hospital Blood Bank,Chhattisgarh,BILASPUR,Bilaspur,"Sardar Vallabhbhai Patel District Govt Hospital, old bus stand roadOpposite to Rajeev plaza",9876543210,Government,22.074225,82.158399
Apollo Hospital Blood Bank,Chhattisgarh,BILASPUR,Bilaspur,"Village - Lingyadih, Seepat Road",9755597380,Private,22.087007,82.177637
"Shri Rawatpura Sarkar Lok Kalyan Trust, Bilasa Blood Bank",Chhattisgarh,BILASPUR,Bilaspur,"2nd Floor, Bhawe Razab Ali Chamber, Opposite to CIMS Hospital, Sadar Bazaar, Bilaspur",9425211913,Charity,22.086695,82.152539
Ekta Blood Bank,Chhattisgarh,BILASPUR,Bilaspur,"C/O Thalassemia Society,Near Abhiyanta Bhawan,Magarpara",9644108882,Charity,22.078658,82.145069
NMDC Apollo Hospital Blood Bank,Chhattisgarh,DANTEWADA,Bacheli,"Bailadila Iron Ore Mines, Bacheli, Dantewada",9876543210,Government,18.703695,81.248612
District Hospital Blood Bank Dantewada,Chhattisgarh,DANTEWADA,Dantewada,"Civil Surgeon, District Hospital, Dantewada",0942551737,Government,18.89362167,81.3504983
NMDC Project Hospital Blood Bank,Chhattisgarh,DANTEWADA,Kirandul,"Bailadila Iron Ore Mine, Kirandul Complex",9876543210,Government,18.634249,81.252895
Dhamtari District Hospital Blood Bank,Chhattisgarh,DHAMTARI,Dhamtari,"Civil Surgeon, District Hospital, Dhamtari",9406015822,Government,20.707653,81.53949
Dhamtari Christian Hospital,Chhattisgarh,DHAMTARI,Dhamtari,"Industrial Area, Raipur Road, Dhamtari",7697512234,Private,20.718748,81.55154
B.S.R. Cancer Hospital,Chhattisgarh,DURG,Bhilai,"B.S.R. Cancer Hospital (P.A.) Limited, Junwani Road, Smriti Nagar, Bhilai, Near T.I. Mall",9755098682,Private,21.216312,81.322622
Chandulal Chandraker Memorial (C.C.M.) Medical College Blood Bank,Chhattisgarh,DURG,Bhilai,"Kachandur, Kurud-Road",9993095032,Private,21.251525,81.337451
Durg District Hospital  Blood Bank,Chhattisgarh,DURG,Durg,"Civil Surgeon, District Hospital, Durg",8103071304,Government,21.187096,81.279227
J.L.N Hospital  Research Center  Blood Bank,Chhattisgarh,DURG,Durg,Sector-9 Bhilai,9407983537,Government,21.189732,81.316117
Chandulal Chandrakar Memorial Hopsital Blood Bank,Chhattisgarh,DURG,Durg,"Chandulal Chandraker Memorial Hospital, GE Road, Bhilai, Durg.",9993095031,Private,21.200246,81.322665
Kawardha District Hospital Blood Bank,Chhattisgarh,KABIRDHAM (Kawardha),Kawardha,"Civil Surgeon, District Hospital, Kawardha",9827495629,Government,22.036,81.221
Kanker District Hospital Blood Bank,Chhattisgarh,KANKER,Kanker,"Civil Surgeon, District Hospital, Kanker",9424274432,Government,20.264724,81.495155
"Indira Gandhi District Hospital Blood bank, Kobra",Chhattisgarh,KORBA,Korba,"Rajgamar Road, Kosabadi Korba",0958902875,Government,22.364,82.744
"Bilash Blood Bank,KORBA",Chhattisgarh,KORBA,Korba,"HIG-21, Ext. M. P. Nagar, Ghantaghar Chowk",9907744410,Charity,22.358763,82.7203479
"Distrcit Hospital Baikunthpur Blood bank, Korea",Chhattisgarh,KOREA,Baikunthpur,"Jampara, Baikunthpur",9425256793,Government,23.26,82.562
Christian Hospital Blood Bank,Chhattisgarh,MUNGELI,Mungeli,"Tilak Ward Lormi Road,  Mungeli",9425225208,Charity,22.070986,81.687633
Ramakrishna Mission Ashram Blood Bank,Chhattisgarh,NARAYANPUR,Narayanpur,"Ramakrishna Mission Ashram, Narayanpur",9876543210,Private,19.716626,81.229284
District Hospital Blood Bank Mahasamund,Chhattisgarh,RAIGARH,Mahasamund,"Mahasamund Raipur Road, Kharora Village",9926190979,Government,21.1193227,82.0743057
O.P. Jindal Hospital  Research Centre Blood Bank,Chhattisgarh,RAIGARH,Raigarh,"Jindal Education and Welfare Society, INN Plaza, Kharsia Road, Patrapali",8827478256,Private,21.927279,83.359147
Sewa Blood Bank,Chhattisgarh,RAIGARH,Raigarh,"Opposite to Kirodimal district hospital, Gopi Talkies Road",9876543210,Charity,21.890931,83.3966244
"Dr B R Ambedkar Memorial Hospital, Model Blood Bank",Chhattisgarh,RAIPUR,Raipur,"Room No120, 1st Floor, Attached with PT.J.N.M Medical College, Jail Road",9826148884,Government,21.25076,81.639
Indian Red Cross Society Blood Bank,Chhattisgarh,RAIPUR,Raipur,"Pt. J. N. M. Medical College premises, Jail Road, Raipur",9755549529,Charity,21.15,81.38
City Blood Bank,Chhattisgarh,RAIPUR,Raipur,"Adarsh Bazar, G.E Road, Near Vivekanand Ashram",9827122374,Private,21.240907,81.620688
Sai Sahara Blood Bank,Chhattisgarh,RAIPUR,Raipur,"Garcha Complex, Jail Road",9826604484,Private,21.251385,81.629642
Narayana Hrudayalaya MMI Blood Bank,Chhattisgarh,RAIPUR,Raipur,"NHMMI Hospital Campus, Lalpur, Dhamtari Road",9109972181,Private,21.21327,81.65767
SSD Blood Bank,Chhattisgarh,RAIPUR,Raipur,"Katora Talab Chowk, Near Netaji Hotel, Opposite to Swapnil Nursing Home",9425501244,Private,21.235832,81.652249
Chhattisgarh Blood Bank,Chhattisgarh,RAIPUR,Raipur,"Agarainal Ramkrishna Care Hospital Premises, Opp. RKC Complex, Great Eastern Rd, Ramkund,  Near Dhuppad Petrol Pump",9827461640,Private,21.246825,81.61188
Bilasa Blood Bank,Chhattisgarh,RAIPUR,Raipur,"Sr. HIG -10,Sector-03, Shanker Nagar",7024109190,Charity,21.25435,81.66339
Srishti Blood Bank,Chhattisgarh,RAIPUR,Raipur,"2nd Floor, Dhillon Complex, Near Sindhi School, Jawahar Nagar,",0930121553,Private,21.247,81.656
Shree Narayana Hospital Blood Bank,Chhattisgarh,RAIPUR,Raipur,"Near Ganj Mandi, Behind Sector - 5, Devendra Nagar, Pandri",9827125333,Private,21.263533,81.649825
Rajdhani Blood Bank,Chhattisgarh,RAIPUR,Raipur,"Main Road, Badhaipara",9300052600,Charity,21.244963,81.630129
Evangelical Mission Hospital Blood Bank,Chhattisgarh,RAIPUR,Raipur,"Tilda, P.O. Neora",9826939520,Private,21.553982,81.79053
Raipur Institute of Medical Science,Chhattisgarh,RAIPUR,Raipur,"RIMS Knowledge Park, Bhansoj Road, Off NH-6,",9876543210,Charity,21.263176,81.637035
Aashirwad Blood Bank,Chhattisgarh,RAIPUR,Raipur,"H. No. S-5, Rajiv Nagar, Shankar Nagar, Behind Cristal Arcade Complex",9993096768,Charity,21.258245,81.66018
Medical college Hospital Blood Bank Rajnandgaon,Chhattisgarh,RAJNANDGAON,Rajnandgaon,Superitendant medical college Hospital Rajnandgaon,9425557320,Government,21.086463,81.030281
Surguja District Hospital Blood Bank,Chhattisgarh,SURGUJA,Ambikapur,"Bilaspur Road, Ambikapur",9424257335,Government,23.1099901,83.1945
Holy Cross Hospital Blood Bank,Chhattisgarh,SURGUJA,Ambikapur,"Ambikapur, Surguja District",9826126610,Charity,23.134176,83.193534
Tej Blood Bank,Chhattisgarh,SURGUJA,Ambikapur,"Plot No. 3528/47, Jail Road, BabuparaOpposite to Joda Talab",9826183780,Charity,23.117556,83.191169
Indian Red Cross Society (IRCS) Blood Bank,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Silvassa,"IRCS Red Cross House, Opposite to Bus Stand",9824171269,Charity,20.276266,73.008306
Daman Raktadan Kendra,Daman and Diu,DAMAN,Daman,"Government Hospital Marwad Campus,  Nani Daman.",9978930857,Government,20.433246,72.831276
Diu District Blood Bank,Daman and Diu,DIU,Diu,"Govt HospitalNear Sports Complex, Main Road, DIU",8980034725,Government,20.712855,70.988929
Indian Red Cross Society (IRCS) Blood Bank,Delhi,CENTRAL DELHI,Delhi,"1, Red Cross Road, Near Parliament House",9818228394,Charity,28.618675,77.21089
Dr. Ram Manohar Lohia Hospital Blood Bank,Delhi,CENTRAL DELHI,New Delhi,"161, Kali Bari Ln, Havelock Square, Type III, President39s Estate,",9876543210,Government,28.3734,77.125
